"armor","classs","commondrop","displayid","dps","flags2","id","level","name","reqclass","reqlevel","reqrace","side","slot","slotbak","source__001","source__002","sourcemore__bd","sourcemore__dd","sourcemore__c","sourcemore__icon","sourcemore__c2","sourcemore__n","sourcemore__s","sourcemore__t","sourcemore__ti","sourcemore__z","speed","subclass","firstseenpatch","popularity","contentPhase"
"","2","","20151","27.76","8192","2877","33","5战斗双刃刀","","28","","","17","17","2","","","","","","","","","","","","2.90","8","0","1906","1"
"","2","","31817","61.45","8192","19323","65","4无坚不摧之力","","60","","","17","17","","","","","","","","","","","","","3.80","5","0","1803","3"
"","2","","20188","34.72","8192","1604","45","6炫彩之剑","","40","","","17","17","2","","","-1","","","","金鳞蜥蜴","","1","1552","33","3.60","8","0","1791","1"
"","2","","22233","40.93","8192","9416","47","5格瑞姆洛克之矛","","42","","","17","17","2","","1","-1","","","","格瑞姆洛克","","1","4854","1337","2.70","6","0","1760","1"
"","2","","32200","74.71","8192","17104","76","4脊骨收割者","","60","","","17","17","2","","1","","","","","拉格纳罗斯","","1","11502","2717","3.40","1","0","1708","1"
"","2","","19610","19.71","8192","7230","23","5重拳先生的大锤","","18","","","17","17","2","","","-1","","","","重拳先生","","1","646","1581","3.50","5","0","1705","1"
"","2","","11271","32.50","8192","6327","37","5抚慰者","","32","","","17","17","2","","","-1","","","","洛格罗什","","1","2453","36","4.00","5","0","1688","1"
"","2","","20172","30.17","8192","7689","35","5恐怖黎明","","30","","","17","17","2","","","-1","","","","死灵勇士","","1","6488","796","2.90","8","0","1681","1"
"","2","","25627","30.17","8192","13045","35","5粘性战锤","","30","","","17","17","2","","","","","","","","","","","","2.90","5","0","1659","1"
"","2","","26674","48.94","8192","16039","57","5塔基尔萨歌唱之剑","","52","","","17","17","2","","","-1","","","","黑暗镰刀","","1","10826","139","3.30","8","0","1629","1"
"","2","","24813","53.83","8192","12790","63","5奥金圣剑","","58","","","17","17","1","","","","11","inv_sword_39","","奥金圣剑","164","6","16990","","3.00","8","0","1556","1"
"","2","","24049","53.82","8192","13348","63","5斩魔者","","58","","","17","17","2","","","-1","","","","","","","","2017","3.80","8","0","1551","1"
"","2","","19298","32.59","8192","9459","37","5瑟玛普拉格的左臂","","32","","","17","17","2","","1","-1","","","","麦克尼尔·瑟玛普拉格","","1","7800","721","2.70","1","0","1542","1"
"","2","","28791","21.72","8192","13016","26","5血杀斧","","21","","","17","17","2","","","","","","","","","","","","3.20","1","0","1539","1"
"","2","","28804","17.50","8192","12975","20","5勘察员战斧","","15","","","17","17","2","","","","","","","","","","","","2.40","1","0","1507","1"
"","2","","25047","53.82","8192","12796","63","5泰坦之锤","","58","","","17","17","1","","","","11","inv_hammer_09","","泰坦之锤","164","6","16988","","3.80","5","0","1488","1"
"","2","","31174","50.44","8192","18725","59","5和平制造者","","54","","","17","17","2","","1","-1","","","","巴瑟拉斯镇长","","1","10435","2017","3.40","6","0","1467","1"
"","2","","20180","21.67","8192","3822","32","6黑暗符文剑","","19","","2","17","17","4","","","","267","","0","[Battle of Hillsbrad]","","5","550","","3.30","8","0","1467","1"
"","2","","19664","49.57","8192","2915","52","4塔兰碎冰者","","47","","","17","17","2","","","","","","","碧火魔仆","","1","7109","361","2.30","5","0","1450","1"
"","2","","28675","42.58","8192","13043","49","5泰坦之刃","","44","","","17","17","2","","","","","","","","","","","","3.30","8","0","1448","1"
"","2","","28598","38.93","8192","13051","44","5女巫之怒","","39","","","17","17","2","","","","","","","","","","","","2.80","8","0","1422","1"
"","2","","22209","42.76","8192","9475","49","5魔鬼割皮刀","","44","","","17","17","2","","1","-1","","","","暗影祭司塞瑟斯","","1","7275","1176","2.90","6","0","1416","1"
"","2","","35239","95.26","8192","22798","89","4米奈希尔之力","","60","","","17","17","2","","1","","","","","克尔苏加德","","1","15990","3456","3.80","5","0","1405","6"
"","2","","25046","47.43","8192","11608","55","5黑铁粉碎者","","50","","","17","17","1","","","","11","inv_hammer_09","","黑铁粉碎者","164","6","15292","","3.70","5","0","1385","1"
"","2","","32162","62.57","8192","17073","66","4震地者","","60","","","17","17","2","","1","","","","","玛格曼达","","1","11982","2717","3.50","5","0","1381","1"
"","2","","28796","34.53","8192","10570","39","5杀人者","","34","","","17","17","","","","","","","","","","","","","3.20","1","0","1357","1"
"","2","","22213","39.46","8192","10652","51","6山岭巨人的意志","","40","","2","17","17","4","","","","357","","1","[Weapons of Spirit]","","5","3129","","2.80","1","0","1334","1"
"","2","","28794","48.13","8192","13003","56","5亚历山大的战斧","","51","","","17","17","2","","","","","","","","","","","","3.20","1","0","1312","1"
"30","2","","25625","48.89","8192","11921","57","5磐石巨锤","","52","","","17","17","2","","1","-1","","","","","","","","1584","2.70","5","0","1280","1"
"","2","","19371","26.67","8192","7753","32","5溢血者","","27","","","17","17","2","","","-1","","","","","","","","796","2.70","1","0","1247","1"
"","2","","33033","44.85","8192","20504","52","5光铸利刃","","47","","","17","17","","","","","","","","","","","","","3.30","8","0","1240","4"
"","2","","25599","35.52","8192","13017","40","5地狱杀手战斧","","35","","","17","17","2","","","","","","","","","","","","2.90","1","0","1188","1"
"","2","","23264","45.00","8192","7960","52","5真银圣剑","","47","","","17","17","1","","","","11","inv_sword_19","","真银圣剑","164","6","10015","","3.00","8","0","1187","1"
"","2","","22216","22.37","8192","2523","35","7巨型战斧","","30","","","17","17","5","","","","","","","","","","","","3.80","1","0","1171","1"
"","2","","26676","53.94","8192","13982","63","5凯尔达隆战剑","","57","","","17","17","4","","","","2057","","2","[The Lich, Ras Frostwhisper]","","5","5466","","3.30","8","0","1166","1"
"","2","","18269","32.50","8192","9391","37","5巨铲","1","32","","","17","17","2","","","","","","","暗炉恶棍","","1","4845","3","3.40","5","0","1160","1"
"","2","","25180","51.36","8192","13167","60","5欧莫克之拳","","55","","","17","17","2","","1","-1","","","","欧莫克大王","","1","9196","1583","3.30","5","0","1121","1"
"","2","","22215","56.67","8192","1263","60","4碎灵","","55","","","17","17","2","","","","","","","","","","","","2.10","1","0","1060","1"
"","2","","18269","30.14","8192","4128","41","6银铲","","30","","","17","17","4","","","","33","","0","风险投资公司","","5","600","","3.70","5","0","1019","1"
"","2","","19290","19.70","8192","1318","23","5黑夜之斧","","18","","","17","17","2","","","","","","","","","","","","3.30","1","0","1019","1"
"","2","","33435","86.57","8192","21134","84","4疯狂黑暗之刃","","60","","","17","17","2","","1","","","","","克苏恩","","1","15727","3428","3.50","1","0","1008","5"
"","2","","18409","23.91","8192","9490","29","5高能机械切割器","","24","","","17","17","2","","","-1","","","","","","","","721","3.20","8","0","1005","1"
"","2","","15467","37.19","8192","1722","42","5刺石战锤","","37","","","17","17","2","","","","","","","","","","","","3.20","5","0","977","1"
"100","2","","20249","31.29","8192","9385","36","5上古卫士","","31","","","17","17","2","","","","","","","","","","","","3.10","8","0","974","1"
"","2","","20155","15.88","8192","4818","24","6刽子手之剑","","19","","","17","17","5","","","","","","","","","","","","3.40","8","0","955","1"
"","2","","20250","21.67","8192","3209","32","6上古长剑","","23","","1","17","17","4","","","","11","","0","[Defeat Nek'rosh]","","5","474","","3.30","8","0","947","1"
"","2","","20177","18.23","8192","6741","29","7兽人军用剑","","25","","2","17","17","4","","","","17","","1","[A New Ore Sample]","","5","1153","","3.10","8","0","895","1"
"","2","","24255","49.67","8192","12782","58","5腐蚀","","53","","","17","17","1","","","","11","inv_sword_07","","腐蚀术","164","6","16985","","3.00","8","0","876","1"
"","2","","35010","55.66","8192","22348","65","5杜姆鲁斯","","60","","","17","17","4","","","","1377","","1","完美的毒药","","5","9023","","3.80","5","0","875","5"
"","2","","19596","31.22","8192","4983","42","6碎石之锤","","30","","1","17","17","4","","","","3","","0","莫达洛克","","5","739","","3.70","5","0","867","1"
"","2","","28678","36.52","8192","13042","41","5治安官之剑","","36","","","17","17","2","","","","","","","","","","","","3.30","8","0","843","1"
"","2","","5193","60.24","8192","2801","64","4汉娜之刃","","59","","","17","17","2","","","","","","","","","","","","2.10","8","0","827","1"
"","2","","20153","21.03","8192","2205","25","5暮色之剑","","20","","","17","17","2","","","-1","","","","","","","","209","3.40","8","0","810","1"
"","2","","30853","53.91","8192","18520","63","5残暴之刃","","58","","","17","17","2","","1","-1","","","","戈多克大王","","1","11501","2557","3.20","8","0","804","2"
"","2","","29176","59.35","8192","17074","63","4暗影之击","","58","","","17","17","2","","1","","","","","萨弗隆先驱者","","1","12098","2717","3.10","6","0","797","1"
"","2","","5228","22.92","8192","3203","28","5厚重三棱锤","","23","","","17","17","2","","","","","","","","","","","","2.40","5","0","794","1"
"","2","","28804","21.00","8192","23171","25","5斩首利斧","","20","","","17","17","2","","","","","","","塞沃尔","","1","14682","","3.00","1","0","794","6"
"","2","","31720","62.62","8192","19167","66","4黑色怒火","","60","","","17","17","1","","","","11","inv_spear_08","","黑色怒火","164","6","23639","","2.10","6","0","781","3"
"60","2","","28758","18.97","8192","12989","22","5石像鬼之牙","","20","","","17","17","2","","","","","","","","","","","","2.90","6","0","775","1"
"","2","","31996","77.37","8192","18876","78","4大元帅的双刃刀","","60","","","17","17","","","","","","","","","","","","","3.80","8","0","758","2"
"","2","","19296","19.63","8192","5194","23","5工头战斧","","18","","","17","17","2","","","-1","","","","斯尼德","","1","643","1581","2.70","1","0","757","1"
"","2","","19622","18.33","8192","3194","21","5黑暗怨念","","16","","","17","17","2","","","-1","","","","","","","","209","3.30","5","0","748","1"
"","2","","19307","30.17","8192","9521","41","6裂颅者","","30","","2","17","17","4","","","","45","","0","[Call to Arms]","","5","679","","2.90","1","0","733","1"
"","2","","3243","11.82","8192","15424","18","6奥格瑞玛之斧","","9","","2","17","17","4","","","","1637","","1","[Hidden Enemies]","","5","5730","","3.30","1","0","724","1"
"","2","","22212","48.08","8192","11816","56","5安格弗的战斧","","51","","","17","17","2","","1","-1","","","","安格弗将军","","1","9033","1584","2.60","1","0","722","1"
"","2","","30792","53.83","8192","18420","63","5碾骨者","","","","","17","17","","","","","","","","","","","","","3.00","5","0","707","2"
"","2","","20078","11.21","8192","1566","17","6人民军之剑","","9","","1","17","17","4","","","","40","","0","西部荒野人民军","","5","14","","2.90","8","0","697","1"
"","2","","19309","42.66","8192","9481","49","5牛头怪","","44","","","17","17","","","","","","","","","","","","","3.20","1","0","695","1"
"","2","","28073","42.58","8192","11907","55","6野兽斩杀者","","50","","","17","17","4","","","","490","","1","[The Mighty U'cha]","","5","4301","","3.30","1","0","689","1"
"","2","","8516","9.06","8192","3488","13","6铜质战斧","","8","","","17","17","1","","","","11","inv_throwingaxe_02","","铜质战斧","164","6","3293","","3.20","1","0","682","1"
"","2","","19221","17.60","8192","5423","20","5博艾恩之牙","","15","","","17","17","2","","","","","","","博艾恩","","1","3672","","2.50","1","0","670","1"
"","2","","28707","23.75","8192","13049","29","5长者双刃刀","","26","","","17","17","2","","","","","","","","","","","","2.80","8","0","665","1"
"","2","","28677","43.39","8192","13046","50","5布兰卡德的战锤","","45","","","17","17","2","","","","","","","","","","","","3.10","5","0","657","1"
"","2","","9057","20.97","8192","5815","31","6冰川石","","18","","1","17","17","4","","","","331","","1","[Raene's Cleansing]","","5","1046","","3.60","5","0","654","1"
"250","2","","30867","52.97","8192","18531","62","5坚硬巨槌","","57","","","17","17","2","","","-1","","","","","","","","2557","3.20","5","0","647","2"
"","2","","33143","53.85","8192","20696","63","5水晶尖刺槌","","58","","","17","17","","","","","","","","","","","","","3.90","5","0","642","4"
"","2","","20749","31.30","8192","1726","36","5浸毒骨矛","","31","","","17","17","2","","","","","","","","","","","","2.30","6","0","640","1"
"","2","","18531","20.36","8192","9604","30","6蒸汽锤","","25","","1","17","17","4","","","","721","","2","抢救数据","","5","2930","","2.80","5","0","629","1"
"","2","","28809","18.27","8192","12983","21","5拉克祖尔木棒","","16","","","17","17","2","","","","","","","","","","","","2.60","5","0","629","1"
"","2","","32603","64.61","8192","19854","68","4辛洛斯，诸界的毁灭者","","60","","","17","17","2","","1","","","","","哈卡","","1","14834","1977","3.80","8","0","627","4"
"","2","","8528","25.57","8192","3855","37","6巨型铁斧","","32","","","17","17","1","","","","11","inv_throwingaxe_05","","巨型铁斧","164","6","3498","","3.50","1","0","620","1"
"","2","","19234","13.00","8192","1893","20","6矿工的报复","","15","","1","17","17","4","","","","1581","","2","我的兄弟……","","5","167","","3.50","1","0","618","1"
"","2","","22249","21.09","8192","12249","31","6无情战斧","","26","","","17","17","5","","","","","","","","","","","","3.20","1","0","612","1"
"","2","","20149","32.59","8192","10573","37","5斩骨剑","","32","","","17","17","2","","","-1","","","","枯萎野猪人守卫","","1","7329","722","2.70","8","0","609","1"
"","2","","28673","45.00","8192","12528","52","5裁决之槌","","47","","","17","17","2","","","-1","","","","","","","","1584","3.40","5","0","602","1"
"","2","","25626","49.73","8192","13047","58","5世界之树的嫩枝","","53","","","17","17","2","","","","","","","","","","","2677","3.70","5","0","598","3"
"","2","","22792","54.00","8192","12583","63","5黑手魔锯","","58","","","17","17","2","","","-1","","","","大酋长雷德·黑手","","1","10429","1583","3.50","6","0","596","1"
"","2","","22112","4.29","8192","2491","8","7双刃战斧","","3","","","17","17","5","","","","","","","","","","","","2.80","1","0","592","1"
"","2","","32717","45.00","8192","20083","52","5狩猎长矛","","","","","17","17","","","","","","","","","","","","","3.10","6","0","591","4"
"40","2","","28768","21.72","8192","13041","26","5守护之刃","","21","","","17","17","2","","","","","","","","","","","","2.90","8","0","581","1"
"","2","","22222","18.33","8192","6905","27","6暗礁战斧","","22","","","17","17","2","","","-1","","","","格里哈斯特","","1","6243","719","3.30","1","0","580","1"
"","2","","14038","11.33","8192","1959","17","6冷铁镐","","12","","","17","17","2","","","","","","","骷髅矿工","","1","623","","3.00","1","0","573","1"
"","2","","30881","59.44","8192","18538","63","4古树天敌","","58","","","17","17","2","","1","","","","","","","2","179564","2557","2.70","1","0","562","2"
"","2","","8590","23.75","8192","1976","29","5熔渣战锤","","24","","","17","17","2","","","-1","","","","","","","","491","2.80","5","0","560","1"
"","2","","25630","23.13","8192","13057","28","5血矛","","23","","","17","17","2","","","","","","","","","","","","3.20","6","0","552","1"
"","2","","31999","70.74","8192","19334","73","4狂野之刃","","60","","","17","17","2","","1","","","","","狂野的拉佐格尔","","1","12435","2677","3.40","8","0","550","3"
"","2","","16147","16.00","8192","7957","26","7青铜巨剑","","21","","","17","17","1","","","","11","inv_sword_20","","青铜巨剑","164","6","9986","","3.00","8","0","532","1"
"","2","","21793","48.13","8192","11803","56","5熔岩之力","","51","","","17","17","2","","1","-1","","","","贝尔加","","1","9016","1584","3.20","5","0","521","1"
"","2","","20252","28.82","8192","3854","40","6霜虎之刃","","35","","","17","17","1","","","","11","inv_sword_05","","霜虎之刃","164","6","3497","","3.40","8","0","515","1"
"","2","","20087","12.50","8192","1387","19","6食尸鬼之牙","","14","","","17","17","2","","","-1","","","","莱布里萨斯","","1","572","40","3.60","8","0","509","1"
"","2","","18324","39.60","8192","9423","45","5千斤锤","","40","","","17","17","","","","","","","","","","","","","2.50","5","0","508","1"
"","2","","25600","46.48","8192","12769","54","5冷木斧","","49","","","17","17","","","","","","","","","","","","","2.70","1","0","506","1"
"","2","","25633","44.85","8192","13059","52","5石鸦","","47","","","17","17","2","","","","","","","","","","","","3.30","6","0","499","1"
"","2","","19646","18.19","8192","6093","27","6兽人粉碎者","","18","","1","17","17","4","","","","44","","0","萨瑞尔祖恩","","5","19","","3.60","5","0","482","1"
"","2","","7319","14.60","8192","4817","22","6被赐福的双刃刀","","17","","","17","17","5","","","","","","","","","","","","2.50","8","0","460","1"
"","2","","6808","12.50","8192","4778","19","6重型尖刺钉锤","","14","","","17","17","5","","","","","","","","","","","","3.40","5","0","451","1"
"","2","","28717","51.43","8192","13053","60","5厄运制造者","","55","","","17","17","2","","","","","","","","","","","","2.80","8","0","445","1"
"","2","","27412","53.87","8192","15418","63","5闪光白金战锤","","52","","","17","17","4","","","","28","","0","[In Dreams]","","5","5944","","3.10","5","0","439","1"
"","2","","28764","35.65","8192","13054","40","5恐怖收割者","","35","","","17","17","2","","","","","","","","","","","","3.10","6","0","439","1"
"","2","","18328","35.61","8192","9383","40","5黑曜石利斧","","35","","","17","17","2","","","-1","","","","石窟智者","","1","4852","1337","3.30","1","0","433","1"
"","2","","20174","21.61","8192","3417","26","5玉髓双刃刀","","21","","","17","17","2","","","-1","","","","","","","","719","2.80","8","0","422","1"
"","2","","26591","7.14","8192","8178","10","6训练用剑","","5","","","17","17","2","","","","","","","","","","","","3.50","8","0","422","1"
"","2","","22238","34.81","8192","7758","39","5无情剃刀","","34","","","17","17","2","","","-1","","","","","","","","796","2.70","6","0","419","1"
"","2","","31265","67.07","8192","18803","70","4芬克的熔岩挖掘器","","60","","","17","17","2","","1","","","","","[Cache of the Firelord]","","2","179703","2717","2.90","5","0","418","1"
"","2","","25649","52.14","8192","14541","61","5巴罗夫家族长剑","","56","","","17","17","2","","","-1","","","","詹迪斯·巴罗夫","","1","10503","2057","2.10","8","0","412","1"
"","2","","19611","17.61","8192","5322","26","6破坏之锤","","17","","2","17","17","4","","","","17","","1","野猪人的武器","","5","893","","2.30","5","0","411","1"
"","2","","34481","68.24","8192","21856","71","4奈雷萨克，饮血者","","60","","","17","17","2","","","","","","","","","","","","3.70","1","0","410","5"
"","2","","20167","17.50","8192","6641","26","6鬼魂之刃","","21","","","17","17","2","","1","-1","","","","死亡之誓","","1","3872","209","3.80","8","0","410","1"
"","2","","19295","23.04","8192","9486","28","5增压战斧","","23","","","17","17","2","","","-1","","","","","","","","721","2.80","1","0","407","1"
"","2","","22225","13.06","8192","5318","20","6斑马战斧","","12","","2","17","17","4","","","","17","","1","塞瑞娜·血羽","","5","876","","3.10","1","0","403","1"
"","2","","35371","81.81","8192","22815","81","4断离","","60","","","17","17","2","","1","","","","","帕奇维克","","1","16028","3456","3.60","1","0","399","6"
"","2","","12562","48.21","8192","13056","56","5疯狂长矛","","51","","","17","17","2","","","","","","","","","","","","2.80","6","0","399","1"
"","2","","31958","77.37","8192","18831","78","4高阶督军的战斧","","60","","","17","17","","","","","","","","","","","","","3.80","1","0","388","2"
"","2","","28714","48.87","8192","13044","57","5斩魔剑","","52","","","17","17","2","","","-1","","","","","","","","1377","3.10","8","0","382","1"
"","2","","28546","32.50","8192","15251","43","6削头剑","","38","","","17","17","2","","","","","","","","","","","","2.40","8","0","380","1"
"","2","","29191","59.35","8192","17223","63","4雷霆之击","","58","","","17","17","","","","","","","","","","","","","3.10","6","0","378","1"
"","2","","22235","41.83","8192","9480","48","5凿眼者","","43","","","17","17","","","","","","","","","","","","","3.00","6","0","370","1"
"","2","","19311","39.46","8192","9685","51","6山岭巨人的意志","","46","","","17","17","","","","","","","","","","","","","2.80","1","0","368","1"
"","2","","19617","43.38","8192","10626","50","5怒火之锤","","45","","","17","17","","","","","","","","","","","","","3.70","5","0","362","1"
"","2","","9055","21.61","8192","5813","32","6艾米尔的烙印","","24","","1","17","17","4","","","","331","","1","[Insane Druids]","","5","1012","","3.10","8","0","353","1"
"","2","","20196","12.59","8192","3487","19","6铜质重剑","","14","","","17","17","1","","","","11","inv_sword_14","","铜质重剑","164","6","3292","","2.70","8","0","352","1"
"","2","","20198","45.93","8192","12463","53","5龙牙之剑","","48","","","17","17","2","","1","-1","","","","","","","","1477","2.70","8","0","349","1"
"","2","","22218","48.85","8192","11607","57","5黑铁斩碎者","","52","","","17","17","1","","","","11","inv_weapon_halberd_02","","黑铁斩碎者","164","6","15294","","2.60","1","0","347","1"
"","2","","22223","32.50","8192","9679","43","6托克卡尔的鱼人斩切者","","35","","2","17","17","4","","","","8","","0","海中的威胁","","5","1427","","3.20","1","0","346","1"
"","2","","22241","19.81","8192","6679","29","6刺甲之矛","","24","","","17","17","2","","","-1","","","","剃刀沼泽刺鬃守卫","","1","4438","491","2.60","6","0","346","1"
"","2","","20179","22.88","8192","1975","28","5派森的巨剑","","23","","","17","17","2","","","-1","","","","","","","","491","3.30","8","0","346","1"
"","2","","35259","85.00","8192","23039","83","4蛛魔之眼","","60","","","17","17","2","","1","","","","","洛欧塞布","","1","16011","3456","3.70","6","0","344","6"
"","2","","25629","52.11","8192","13393","61","5马龙之肘","","56","","","17","17","2","","1","-1","","","","邮差马龙","","1","11143","2017","3.80","5","0","342","1"
"","2","","3151","30.23","8192","4548","41","6自动战锤","","","","","17","17","4","","","","45","","0","水下宝藏","","5","666","","2.20","5","0","330","1"
"","2","","30886","64.66","8192","18542","68","4台风","","60","","","17","17","2","","","","","","","艾索雷葛斯","","1","6109","","2.90","8","0","327","2"
"","2","","20182","21.09","8192","5614","31","6大天使之击","","13","","1","17","17","4","","","","148","","1","[The Tower of Althalaxx]","","5","981","","3.20","8","0","327","1"
"","2","","34304","81.88","8192","21679","81","4卡利姆多的复仇","","60","","","17","17","2","","1","","","","","维克尼拉斯大帝","","1","15275","3428","3.20","8","0","324","5"
"","2","","31877","67.00","8192","19358","70","4龙人之槌","","60","","","17","17","2","","","","","","","","","","","","3.50","5","0","324","3"
"","2","","22031","48.18","8192","11809","56","5烈焰之怒","","51","","","17","17","2","","1","-1","","","","弗莱拉斯大使","","1","9156","1584","3.30","6","0","323","1"
